house_id,dwelling,dwelling_grade,household_m2,size_grade,bedrooms,years,old,heating_source,area_code,occupants,children,teenagers,adults,elders,ainc,adec,agauge,fulltimers,parttimers,grads,postgrads,education_index,income,recycling,energy_class,thermostats,water_heater,smart_plugs,awareness,start,end,days,kwhs,kwh/day,kwh/day/m2,hdd,cdd
69,Appartment,0.0,86,0.4,3.0,30+,1.0,No,55135,5,0,1,4,0,4.35,3.9,4.75,3,0,3,0,0.9166666667,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Rarely,2021-07-28,2021-11-28,123,1375.0,11.17886179,0.129986765,107.0,306.333
70,Semidetached,0.7,255,1.0,4.0,6 - 15,0.33,No,55236,3,1,0,2,0,2.3,2.5,2.5,2,0,2,1,0.9722222222,"20,001€ - 40,000€",Sometimes,Sometimes,Often or Always,No,Rarely,Often or Always,2021-09-27,2022-01-26,121,2267.0,18.73553719,0.07347269486,570.387,3.408
70,Semidetached,0.7,255,1.0,4.0,6 - 15,0.33,No,55236,3,1,0,2,0,2.3,2.5,2.5,2,0,2,1,0.9722222222,"20,001€ - 40,000€",Sometimes,Sometimes,Often or Always,No,Rarely,Often or Always,2021-07-30,2021-09-26,58,887.0,15.29310345,0.0599729547,1.3,285.55
71,Townhome,0.4,200,0.8,3.0,16 - 30,0.66,No,55236,4,0,0,3,1,3.7,2.75,3.75,1,1,3,0,0.9166666667,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Rarely,2021-10-27,2022-02-24,120,1508.0,12.56666667,0.06283333333,741.282,0.0
71,Townhome,0.4,200,0.8,3.0,16 - 30,0.66,No,55236,4,0,0,3,1,3.7,2.75,3.75,1,1,3,0,0.9166666667,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Rarely,2021-10-27,2022-02-24,120,1508.0,12.56666667,0.06283333333,741.282,0.0
72,Semidetached,0.7,225,1.0,2.0,16 - 30,0.66,No,55236,2,0,0,2,0,1.8,1.5,2.0,1,0,1,0,0.8888888889,"20,001€ - 40,000€",Often or Always,Often or Always,Rarely,No,Rarely,Rarely,2021-09-15,2022-01-15,122,2400.0,19.67213115,0.08743169399,474.404,32.183
72,Semidetached,0.7,225,1.0,2.0,16 - 30,0.66,No,55236,2,0,0,2,0,1.8,1.5,2.0,1,0,1,0,0.8888888889,"20,001€ - 40,000€",Often or Always,Often or Always,Rarely,No,Rarely,Rarely,2021-05-15,2021-09-15,123,3000.0,24.3902439,0.108401084,1.517,587.292
73,Family House,1.0,220,1.0,4.0,6 - 15,0.33,No,55236,2,0,0,2,0,1.8,1.5,2.0,2,0,2,1,0.9722222222,"10,001€ - 20,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Sometimes,2022-01-01,2022-02-28,58,720.0,12.4137931,0.05642633229,449.703,0.0
73,Family House,1.0,220,1.0,4.0,6 - 15,0.33,No,55236,2,0,0,2,0,1.8,1.5,2.0,2,0,2,1,0.9722222222,"10,001€ - 20,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Sometimes,2021-06-01,2021-07-30,59,770.0,13.05084746,0.0593220339,0.258,309.408
74,Family House,1.0,240,1.0,2.0,6 - 15,0.33,Yes,55236,3,1,0,2,0,2.3,2.5,2.5,1,1,2,2,1.0,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-09-13,2022-01-13,122,1463.0,11.99180328,0.04996584699,452.907,38.371
74,Family House,1.0,240,1.0,2.0,6 - 15,0.33,Yes,55236,3,1,0,2,0,2.3,2.5,2.5,1,1,2,2,1.0,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Rarely,2020-09-10,2021-01-13,125,1412.0,11.296,0.04706666667,288.329,67.004
75,Family House,1.0,350,1.0,3.0,6 - 15,0.33,Yes,55236,4,0,2,2,0,3.3,3.3,3.5,0,0,1,0,0.8888888889,"10,001€ - 20,000€",Sometimes,Often or Always,Often or Always,No,Rarely,Rarely,2020-11-13,2021-01-14,62,2433.0,39.24193548,0.1121198157,274.662,0.0
76,Semidetached,0.7,112,0.6,3.0,16 - 30,0.66,Yes,55438,5,0,1,3,1,4.45,3.65,4.5,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Sometimes,2021-10-23,2022-02-23,123,1696.0,13.78861789,0.1231126597,790.407,0.0
76,Semidetached,0.7,112,0.6,3.0,16 - 30,0.66,Yes,55438,5,0,1,3,1,4.45,3.65,4.5,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Sometimes,2020-06-26,2020-10-21,117,1681.0,14.36752137,0.1282814408,2.433,400.275
77,Appartment,0.0,87,0.4,2.0,6 - 15,0.33,No,55535,4,0,0,4,0,3.6,3.0,4.0,4,0,4,2,0.9722222222,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Often or Always,2021-10-21,2022-02-20,122,1464.0,12.0,0.1379310345,722.244,0.0
77,Appartment,0.0,87,0.4,2.0,6 - 15,0.33,No,55535,4,0,0,4,0,3.6,3.0,4.0,4,0,4,2,0.9722222222,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Often or Always,2021-06-22,2021-10-20,120,1584.0,13.2,0.1517241379,18.633,547.275
78,Appartment,0.0,80,0.2,2.0,16 - 30,0.66,Yes,55535,1,0,0,1,0,0.9,0.75,1.0,0,0,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Sometimes,2021-10-21,2022-02-16,118,2091.0,17.72033898,0.2215042373,695.083,0.0
78,Appartment,0.0,80,0.2,2.0,16 - 30,0.66,Yes,55535,1,0,0,1,0,0.9,0.75,1.0,0,0,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Sometimes,2021-06-18,2021-10-20,124,959.0,7.733870968,0.0966733871,18.633,562.396
79,Appartment,0.0,100,0.4,3.0,6 - 15,0.33,No,56224,5,0,1,4,0,4.35,3.9,4.75,2,0,2,0,0.8888888889,"20,001€ - 40,000€",Often or Always,Often or Always,Rarely,Yes,Rarely,Rarely,2021-09-27,2022-01-28,123,1061.0,8.62601626,0.0862601626,555.811,3.683
80,Appartment,0.0,62,0.2,2.0,16 - 30,0.66,No,56224,4,0,1,3,0,3.45,3.15,3.75,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Rarely,Often or Always,Sometimes,No,Rarely,Rarely,2021-09-27,2022-01-26,121,1444.0,11.9338843,0.1924820048,539.389,3.683
80,Appartment,0.0,62,0.2,2.0,16 - 30,0.66,No,56224,4,0,1,3,0,3.45,3.15,3.75,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Rarely,Often or Always,Sometimes,No,Rarely,Rarely,2021-02-25,2021-06-22,117,1361.0,11.63247863,0.1876206231,237.638,94.754
81,Appartment,0.0,93,0.4,3.0,16 - 30,0.66,No,56224,4,2,0,2,0,2.8,3.5,3.0,1,0,2,2,1.0,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Sometimes,2021-07-28,2022-01-17,173,815.0,4.710982659,0.05065572752,471.603,337.65
82,Appartment,0.0,49,0.0,2.0,6 - 15,0.33,Yes,56224,5,3,2,2,0,4.8,6.3,5.0,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Sometimes,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-08-26,2021-12-29,125,3896.0,31.168,0.6360816327,308.721,101.388
82,Appartment,0.0,49,0.0,2.0,6 - 15,0.33,Yes,56224,5,3,2,2,0,4.8,6.3,5.0,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Sometimes,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-04-26,2021-08-26,122,1807.0,14.81147541,0.3022750084,3.496,604.192
83,Appartment,0.0,80,0.2,3.0,16 - 30,0.66,No,56226,4,0,1,3,0,3.45,3.15,3.75,2,0,1,0,0.8703703704,"40,000€ - 60,000€",Rarely,Often or Always,Often or Always,No,Rarely,Rarely,2021-09-07,2022-01-13,128,1256.0,9.8125,0.12265625,429.297,49.304
83,Appartment,0.0,80,0.2,3.0,16 - 30,0.66,No,56226,4,0,1,3,0,3.45,3.15,3.75,2,0,1,0,0.8703703704,"40,000€ - 60,000€",Rarely,Often or Always,Often or Always,No,Rarely,Rarely,2021-05-11,2021-09-07,119,1622.0,13.6302521,0.1703781513,0.604,642.492
84,Appartment,0.0,64,0.2,2.0,6 - 15,0.33,No,56429,4,0,2,2,0,3.3,3.3,3.5,2,0,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Sometimes,2021-07-09,2022-03-13,247,2342.0,9.481781377,0.148152834,779.781,474.596
84,Appartment,0.0,64,0.2,2.0,6 - 15,0.33,No,56429,4,0,2,2,0,3.3,3.3,3.5,2,0,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Sometimes,2021-03-10,2021-05-10,61,480.0,7.868852459,0.1229508197,185.008,10.175
85,Appartment,0.0,88,0.4,2.0,16 - 30,0.66,No,56533,4,0,0,4,0,3.6,3.0,4.0,2,0,1,1,0.875,"20,001€ - 40,000€",Sometimes,Often or Always,Often or Always,No,Rarely,Rarely,2021-08-31,2022-01-02,124,868.0,7.0,0.07954545455,331.296,71.558
85,Appartment,0.0,88,0.4,2.0,16 - 30,0.66,No,56533,4,0,0,4,0,3.6,3.0,4.0,2,0,1,1,0.875,"20,001€ - 40,000€",Sometimes,Often or Always,Often or Always,No,Rarely,Rarely,2021-04-29,2021-08-30,123,1072.0,8.715447154,0.09903917221,0.775,628.837
86,Appartment,0.0,80,0.2,3.0,16 - 30,0.66,No,56625,5,0,1,4,0,4.35,3.9,4.75,1,1,2,1,0.9027777778,"10,001€ - 20,000€",Sometimes,Sometimes,Often or Always,No,Rarely,Sometimes,2021-08-09,2021-12-09,122,1019.0,8.352459016,0.1044057377,146.45,216.521
86,Appartment,0.0,80,0.2,3.0,16 - 30,0.66,No,56625,5,0,1,4,0,4.35,3.9,4.75,1,1,2,1,0.9027777778,"10,001€ - 20,000€",Sometimes,Sometimes,Often or Always,No,Rarely,Sometimes,2021-05-24,2021-06-29,36,210.0,5.833333333,0.07291666667,0.108,131.983
87,Appartment,0.0,110,0.6,3.0,0 - 5,0.0,Yes,56728,4,0,0,4,0,3.6,3.0,4.0,2,2,3,2,0.9444444444,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,Yes,Sometimes,Often or Always,2021-12-21,2022-02-18,59,5455.0,92.45762712,0.8405238829,453.179,0.0
87,Appartment,0.0,110,0.6,3.0,0 - 5,0.0,Yes,56728,4,0,0,4,0,3.6,3.0,4.0,2,2,3,2,0.9444444444,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,Yes,Sometimes,Often or Always,2021-06-17,2021-08-14,58,2657.0,45.81034483,0.4164576803,0.0,463.442
88,Semidetached,0.7,180,0.8,4.0,0 - 5,0.0,No,57001,5,0,1,4,0,4.35,3.9,4.75,2,0,1,0,0.8611111111,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Rarely,2022-01-03,2022-03-15,71,1360.0,19.15492958,0.1064162754,494.506,0.0
88,Semidetached,0.7,180,0.8,4.0,0 - 5,0.0,No,57001,5,0,1,4,0,4.35,3.9,4.75,2,0,1,0,0.8611111111,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Rarely,2022-03-29,2022-09-01,156,2056.0,13.17948718,0.07321937322,,
89,Family House,1.0,186,0.8,3.0,6 - 15,0.33,No,57001,3,0,0,3,0,2.7,2.25,3.0,0,0,0,0,0.8333333333,"0 - 10,000€",Often or Always,Sometimes,Rarely,No,Rarely,Rarely,2021-09-02,2022-01-02,122,2483.0,20.35245902,0.1094218227,354.082,55.475
89,Family House,1.0,186,0.8,3.0,6 - 15,0.33,No,57001,3,0,0,3,0,2.7,2.25,3.0,0,0,0,0,0.8333333333,"0 - 10,000€",Often or Always,Sometimes,Rarely,No,Rarely,Rarely,2021-05-05,2021-09-01,119,2482.0,20.85714286,0.1121351767,3.487,567.4
90,Appartment,0.0,138,0.6,2.0,6 - 15,0.33,No,57001,2,0,0,2,0,1.8,1.5,2.0,1,1,2,1,0.9722222222,"10,001€ - 20,000€",Often or Always,Often or Always,Rarely,No,Rarely,Rarely,2021-09-03,2022-01-03,122,1596.0,13.08196721,0.09479686386,362.608,52.5
90,Appartment,0.0,138,0.6,2.0,6 - 15,0.33,No,57001,2,0,0,2,0,1.8,1.5,2.0,1,1,2,1,0.9722222222,"10,001€ - 20,000€",Often or Always,Often or Always,Rarely,No,Rarely,Rarely,2021-04-29,2021-09-03,127,1674.0,13.18110236,0.09551523451,4.037,577.9
91,Appartment,0.0,110,0.6,3.0,6 - 15,0.33,No,57001,4,2,0,2,0,2.8,3.5,3.0,2,0,2,2,1.0,"άνω των 60,0001€",Often or Always,Often or Always,Often or Always,No,Often or Always,Sometimes,2021-09-01,2021-12-31,121,2050.0,16.94214876,0.1540195342,338.604,60.196
91,Appartment,0.0,110,0.6,3.0,6 - 15,0.33,No,57001,4,2,0,2,0,2.8,3.5,3.0,2,0,2,2,1.0,"άνω των 60,0001€",Often or Always,Often or Always,Often or Always,No,Often or Always,Sometimes,2021-05-01,2021-08-31,122,1375.0,11.2704918,0.1024590164,3.496,567.262
92,Appartment,0.0,77,0.2,2.0,0 - 5,0.0,No,57001,4,0,1,3,0,3.45,3.15,3.75,1,0,2,0,0.9074074074,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Sometimes,2021-08-30,2021-12-29,121,839.0,6.933884298,0.09005044542,329.908,69.887
93,Semidetached,0.7,190,0.8,3.0,6 - 15,0.33,No,57001,3,1,0,2,0,2.3,2.5,2.5,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Sometimes,Rarely,Yes,Rarely,Sometimes,2021-09-01,2021-12-31,121,1695.0,14.00826446,0.0737277077,338.604,60.196
93,Semidetached,0.7,190,0.8,4.0,6 - 15,0.33,No,57001,3,1,0,2,0,2.3,2.5,2.5,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Sometimes,Rarely,Yes,Rarely,Sometimes,2020-12-31,2021-05-01,121,1633.0,13.49586777,0.07103088299,647.754,0.979
93,Semidetached,0.7,190,0.8,3.0,6 - 15,0.33,No,57001,3,1,0,2,0,2.3,2.5,2.5,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Sometimes,Rarely,Yes,Rarely,Sometimes,2021-05-01,2021-09-01,123,1817.0,14.77235772,0.07774925118,3.496,571.983
93,Semidetached,0.7,190,0.8,4.0,6 - 15,0.33,No,57001,3,1,0,2,0,2.3,2.5,2.5,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Sometimes,Rarely,Yes,Rarely,Sometimes,2020-05-04,2020-08-29,117,1397.0,11.94017094,0.06284300495,8.554,409.717
94,Semidetached,0.7,165,0.8,6.0,16 - 30,0.66,No,57001,3,0,0,3,0,2.7,2.25,3.0,2,0,2,1,0.9259259259,"άνω των 60,0001€",Often or Always,Often or Always,Often or Always,No,Rarely,Sometimes,2021-08-31,2021-12-30,121,1063.0,8.785123967,0.05324317556,334.683,64.396
94,Semidetached,0.7,165,0.8,6.0,16 - 30,0.66,No,57001,3,0,0,3,0,2.7,2.25,3.0,2,0,2,1,0.9259259259,"άνω των 60,0001€",Often or Always,Often or Always,Often or Always,No,Rarely,Sometimes,2021-04-28,2021-08-31,125,1847.0,14.776,0.08955151515,5.325,567.971
95,Semidetached,0.7,191,0.8,4.0,6 - 15,0.33,No,57001,4,1,1,2,0,3.05,3.4,3.25,2,0,1,0,0.8888888889,"10,001€ - 20,000€",Sometimes,Sometimes,Rarely,No,Rarely,Sometimes,2021-09-01,2021-12-31,121,2719.0,22.47107438,0.1176496041,338.604,60.196
95,Semidetached,0.7,191,0.8,4.0,6 - 15,0.33,No,57001,4,1,1,2,0,3.05,3.4,3.25,2,0,1,0,0.8888888889,"10,001€ - 20,000€",Sometimes,Sometimes,Rarely,No,Rarely,Sometimes,2021-05-01,2021-09-01,123,1946.0,15.82113821,0.08283318435,3.496,571.983
96,Semidetached,0.7,180,0.8,3.0,6 - 15,0.33,Yes,57001,2,0,0,2,0,1.8,1.5,2.0,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Rarely,2021-09-06,2022-01-06,122,942.0,7.721311475,0.04289617486,390.462,46.783
96,Semidetached,0.7,180,0.8,3.0,6 - 15,0.33,Yes,57001,2,0,0,2,0,1.8,1.5,2.0,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Rarely,2021-01-08,2021-05-09,121,992.0,8.198347107,0.04554637282,619.912,9.238
97,Family House,1.0,117,0.6,3.0,6 - 15,0.33,No,57003,4,0,0,4,0,3.6,3.0,4.0,0,0,1,0,0.8611111111,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Rarely,2021-09-01,2022-01-02,123,2081.0,16.91869919,0.1446042666,429.522,63.892
98,Semidetached,0.7,180,0.8,5.0,16 - 30,0.66,No,57010,3,1,0,2,0,2.3,2.5,2.5,2,0,2,1,0.9722222222,"άνω των 60,0001€",Often or Always,Rarely,Often or Always,Yes,Rarely,Rarely,2021-09-30,2022-01-29,121,1364.0,11.27272727,0.06262626263,647.81,0.012
98,Semidetached,0.7,180,0.8,5.0,16 - 30,0.66,No,57010,3,1,0,2,0,2.3,2.5,2.5,2,0,2,1,0.9722222222,"άνω των 60,0001€",Often or Always,Rarely,Often or Always,Yes,Rarely,Rarely,2021-01-29,2021-05-29,120,1281.0,10.675,0.05930555556,483.346,26.608
99,Appartment,0.0,75,0.2,2.0,6 - 15,0.33,No,57010,3,0,0,1,2,2.9,1.75,2.5,0,0,2,0,0.9074074074,"0 - 10,000€",Sometimes,Rarely,Often or Always,No,Rarely,Rarely,2021-09-28,2022-01-27,121,705.0,5.826446281,0.07768595041,633.136,0.642
100,Semidetached,0.7,198,0.8,3.0,16 - 30,0.66,No,57010,3,1,0,2,0,2.3,2.5,2.5,2,0,1,0,0.8888888889,"10,001€ - 20,000€",Often or Always,Often or Always,Rarely,No,Sometimes,Sometimes,2020-09-29,2021-02-01,125,829.0,6.632,0.03349494949,483.479,8.671
100,Semidetached,0.7,198,0.8,3.0,16 - 30,0.66,No,57010,3,1,0,2,0,2.3,2.5,2.5,2,0,1,0,0.8888888889,"10,001€ - 20,000€",Often or Always,Often or Always,Rarely,No,Sometimes,Sometimes,2021-05-31,2021-09-29,121,1365.0,11.28099174,0.05697470574,3.504,527.996
101,Appartment,0.0,82,0.4,2.0,16 - 30,0.66,No,57019,4,0,1,3,0,3.45,3.15,3.75,1,0,2,1,0.9259259259,"40,000€ - 60,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-08-28,2021-12-29,123,1455.0,11.82926829,0.1442593694,327.808,60.613
101,Appartment,0.0,82,0.4,2.0,16 - 30,0.66,No,57019,4,0,1,3,0,3.45,3.15,3.75,1,0,2,1,0.9259259259,"40,000€ - 60,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-04-28,2021-08-28,122,1812.0,14.85245902,0.181127549,4.075,423.192
102,Family House,1.0,190,0.8,5.0,16 - 30,0.66,No,57200,2,0,0,1,1,1.9,1.25,1.75,0,1,0,0,0.8333333333,"0 - 10,000€",Sometimes,Often or Always,Often or Always,No,Rarely,Often or Always,2021-08-26,2021-12-28,124,651.0,5.25,0.02763157895,557.829,84.787
102,Family House,1.0,190,0.8,5.0,16 - 30,0.66,No,57200,2,0,0,1,1,1.9,1.25,1.75,0,1,0,0,0.8333333333,"0 - 10,000€",Sometimes,Often or Always,Often or Always,No,Rarely,Often or Always,2021-04-25,2021-08-26,123,583.0,4.739837398,0.02494651262,64.7,439.212
103,Semidetached,0.7,116,0.6,3.0,6 - 15,0.33,No,57300,1,0,0,1,0,0.9,0.75,1.0,1,0,1,1,1.0,"10,001€ - 20,000€",Sometimes,Sometimes,Rarely,No,Rarely,Sometimes,2021-10-17,2022-02-16,122,1170.0,9.590163934,0.08267382702,881.603,0.042
103,Semidetached,0.7,116,0.6,3.0,6 - 15,0.33,No,57300,1,0,0,1,0,0.9,0.75,1.0,1,0,1,1,1.0,"10,001€ - 20,000€",Sometimes,Sometimes,Rarely,No,Rarely,Sometimes,2021-06-09,2021-09-22,105,156.0,1.485714286,0.01280788177,0.462,369.321
104,Family House,1.0,140,0.6,3.0,6 - 15,0.33,No,57500,4,2,0,2,0,2.8,3.5,3.0,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Rarely,2020-10-12,2021-02-10,121,2438.0,20.14876033,0.1439197166,483.492,1.917
104,Family House,1.0,140,0.6,3.0,6 - 15,0.33,No,57500,4,2,0,2,0,2.8,3.5,3.0,2,0,2,2,1.0,"40,000€ - 60,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Rarely,2020-06-11,2020-10-11,122,1909.0,15.64754098,0.1117681499,0.112,378.833
105,Appartment,0.0,86,0.4,3.0,16 - 30,0.66,No,58100,4,0,1,3,0,3.45,3.15,3.75,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Sometimes,2021-09-30,2022-01-27,119,1170.0,9.831932773,0.1143247997,774.183,1.354
105,Appartment,0.0,86,0.4,3.0,16 - 30,0.66,No,58100,4,0,1,3,0,3.45,3.15,3.75,1,1,0,0,0.8333333333,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Sometimes,2021-05-31,2021-09-29,121,1249.0,10.32231405,0.1200269076,8.562,566.904
106,Semidetached,0.7,128,0.6,3.0,16 - 30,0.66,Yes,58200,2,0,0,2,0,1.8,1.5,2.0,2,0,0,0,0.8333333333,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Rarely,2020-11-16,2021-03-16,120,2400.0,20.0,0.15625,851.783,0.0
106,Semidetached,0.7,128,0.6,3.0,16 - 30,0.66,Yes,58200,2,0,0,2,0,1.8,1.5,2.0,2,0,0,0,0.8333333333,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,Yes,Rarely,Rarely,2021-07-16,2021-11-16,123,2500.0,20.32520325,0.1587906504,138.633,346.367
107,Appartment,0.0,100,0.4,2.0,30+,1.0,Yes,58200,2,0,0,2,0,1.8,1.5,2.0,2,0,2,0,0.9444444444,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Rarely,2021-11-02,2022-01-08,67,1276.0,19.04477612,0.1904477612,484.468,0.308
107,Appartment,0.0,100,0.4,2.0,30+,1.0,Yes,58200,2,0,0,2,0,1.8,1.5,2.0,2,0,2,0,0.9444444444,"20,001€ - 40,000€",Often or Always,Often or Always,Often or Always,No,Rarely,Rarely,2021-04-02,2021-08-01,121,1350.0,11.15702479,0.1115702479,92.979,385.238
108,Appartment,0.0,75,0.2,3.0,30+,1.0,Yes,59131,2,0,0,2,0,1.8,1.5,2.0,1,0,1,0,0.8888888889,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-10-22,2022-02-20,121,8029.0,66.3553719,0.884738292,919.025,0.375
108,Appartment,0.0,75,0.2,3.0,30+,1.0,Yes,59131,2,0,0,2,0,1.8,1.5,2.0,1,0,1,0,0.8888888889,"10,001€ - 20,000€",Often or Always,Sometimes,Often or Always,Yes,Rarely,Rarely,2021-06-22,2021-10-21,121,2060.0,17.02479339,0.2269972452,44.829,513.404
109,Appartment,0.0,107,0.6,3.0,30+,1.0,No,59132,2,0,0,0,2,2.0,1.0,1.5,0,0,0,0,0.8333333333,"0 - 10,000€",Often or Always,Rarely,Sometimes,Yes,Rarely,Rarely,2021-07-30,2021-11-30,123,1559.0,12.67479675,0.1184560444,205.346,264.883
109,Appartment,0.0,107,0.6,3.0,30+,1.0,No,59132,2,0,0,0,2,2.0,1.0,1.5,0,0,0,0,0.8333333333,"0 - 10,000€",Often or Always,Rarely,Sometimes,Yes,Rarely,Rarely,2021-02-14,2021-07-29,165,1291.0,7.824242424,0.07312376097,407.787,360.696
110,Appartment,0.0,120,0.6,3.0,6 - 15,0.33,No,62125,4,0,0,4,0,3.6,3.0,4.0,2,0,2,0,0.8888888889,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Rarely,2021-11-18,2022-03-16,118,981.0,8.313559322,0.06927966102,1006.008,0.0
110,Appartment,0.0,120,0.6,3.0,6 - 15,0.33,No,62125,4,0,0,4,0,3.6,3.0,4.0,2,0,2,0,0.8888888889,"20,001€ - 40,000€",Often or Always,Sometimes,Often or Always,No,Rarely,Rarely,2021-07-15,2021-11-17,125,981.0,7.848,0.0654,175.283,335.367
111,Semidetached,0.7,64,0.2,2.0,16 - 30,0.66,No,63200,2,0,0,1,1,1.9,1.25,1.75,0,0,1,0,0.8888888889,"20,001€ - 40,000€",Rarely,Rarely,Often or Always,No,Rarely,Rarely,2021-08-14,2021-12-15,123,403.0,3.276422764,0.05119410569,192.458,123.846
112,Family House,1.0,400,1.0,5.0,16 - 30,0.66,No,64007,4,1,1,3,0,3.95,4.15,4.25,2,0,3,1,0.962962963,"20,001€ - 40,000€",Sometimes,Often or Always,Often or Always,Yes,Rarely,Rarely,2021-10-01,2022-02-28,150,3500.0,23.33333333,0.05833333333,873.46,0.04
112,Family House,1.0,400,1.0,5.0,16 - 30,0.66,No,64007,4,1,1,3,0,3.95,4.15,4.25,2,0,3,1,0.962962963,"20,001€ - 40,000€",Sometimes,Often or Always,Often or Always,Yes,Rarely,Rarely,2021-06-01,2021-09-30,121,1600.0,13.2231405,0.03305785124,4.09,487.94
113,Semidetached,0.7,120,0.6,3.0,6 - 15,0.33,No,85103,4,0,0,4,0,3.6,3.0,4.0,2,0,1,0,0.8611111111,"20,001€ - 40,000€",Sometimes,Often or Always,Often or Always,Yes,Rarely,Sometimes,2021-08-02,2021-12-01,121,538.0,4.446280992,0.0370523416,2.317,299.488
113,Semidetached,0.7,120,0.6,3.0,6 - 15,0.33,No,85103,4,0,0,4,0,3.6,3.0,4.0,2,0,1,0,0.8611111111,"20,001€ - 40,000€",Sometimes,Often or Always,Often or Always,Yes,Rarely,Sometimes,2020-04-06,2020-08-07,123,,0.0,0.0,7.338,239.079
